travel_id,travel_nm,traveler_id,travel_purpose,travel_start_ymd,travel_end_ymd,mvmn_nm,travel_persona,travel_mission,travel_mission_check
h_h002721,H01,h002721,1;23;24;4;5,2023-08-12,2023-08-16,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;23;24;4;5,22;26;23
h_h002723,H01,h002723,10;28;3;5,2023-08-13,2023-08-17,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3인 이상 친구/일반미션",10;28;3;5,3;10;28
h_h002726,H01,h002726,26;24;22;2,2023-08-05,2023-08-09,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",26;24;22;2,2;26;22
h_h002730,H01,h002730,12;2;4;6;7,2023-08-18,2023-08-22,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",12;2;4;6;7,2;6;22
h_h002733,H01,h002733,21;22;24;26;27,2023-08-03,2023-08-06,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",21;22;24;26;27,6;26;24
h_h002734,H01,h002734,1;12;22;4;5,2023-08-23,2023-08-27,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;12;22;4;5,28;22;1
h_h002751,H01,h002751,1;2;4;5;6,2023-08-11,2023-08-15,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;4;5;6,21;24;22
h_h002768,H01,h002768,2;3;4;5;6,2023-08-06,2023-08-12,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",2;3;4;5;6,5;6;23
h_h002771,H01,h002771,11;2;6,2023-08-14,2023-08-18,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",11;2;6,6;11;22
h_h002778,H01,h002778,7;2;3;5;1;23,2023-08-13,2023-08-17,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",7;2;3;5;1;23,5;7;6
h_h002779,H01,h002779,1;21;22;26;9,2023-08-08,2023-08-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;21;22;26;9,22;26;5
h_h002784,H01,h002784,24;4;6;7;9,2023-08-14,2023-08-17,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",24;4;6;7;9,24;6;5
h_h002785,H01,h002785,22;24;26;6,2023-08-04,2023-08-05,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;24;26;6,6;22;24
h_h002792,H01,h002792,2;21;22;26,2023-08-27,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;21;22;26,2;22;11
h_h002795,H01,h002795,12;2;22;4;6,2023-08-19,2023-08-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",12;2;22;4;6,1;12;6
h_h002796,H01,h002796,1;10;21;22;23,2023-08-04,2023-08-07,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;10;21;22;23,26;23;10
h_h002809,H01,h002809,22;23;24;26;5,2023-08-19,2023-08-24,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;23;24;26;5,5;22;26
h_h002815,H01,h002815,24;27;4;5;6,2023-08-29,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",24;27;4;5;6,5;4;23
h_h002819,H01,h002819,5;22;24;1;23;21;7;4,2023-08-23,2023-08-27,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",5;22;24;1;23;21;7;4,5;24;26
h_h002820,H01,h002820,1;21;22;26;4,2023-08-22,2023-08-26,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",1;21;22;26;4,21;22;25
h_h002832,H01,h002832,21;22;26;27;5,2023-08-22,2023-08-26,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",21;22;26;27;5,22;5;24
h_h002838,H01,h002838,28;27;22,2023-08-25,2023-08-28,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",28;27;22,28;24;22
h_h002842,H01,h002842,1;2;22;23,2023-08-12,2023-08-16,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;22;23,21;23;2
h_h002843,H01,h002843,22;21;12;26;22;23;12;3,2023-08-28,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;21;12;26;22;23;12;3,22;12;26
h_h002847,H01,h002847,1;2;3;4;5,2023-08-04,2023-08-07,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3인 이상 친구/일반미션",1;2;3;4;5,1;6;21
h_h002854,H01,h002854,22;26;27;5,2023-08-06,2023-08-09,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",22;26;27;5,5;22;24
h_h002865,H01,h002865,2;21;22,2023-09-02,2023-09-05,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;21;22,22;21;10
h_h002866,H01,h002866,2;21;22;25;9,2023-08-13,2023-08-16,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;21;22;25;9,25;21;22
h_h002868,H01,h002868,1;2;21;4;6,2023-08-30,2023-09-03,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;2;21;4;6,22;26;21
h_h002873,H01,h002873,1;2;3;4;5,2023-08-16,2023-08-20,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;3;4;5,26;27;22
h_h002884,H01,h002884,1;22;24;5;6,2023-08-05,2023-08-07,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;22;24;5;6,22;6;1
h_h002889,H01,h002889,1;12;2;22;9,2023-08-06,2023-08-10,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;12;2;22;9,22;1;2
h_h002899,H01,h002899,1;10;2;5;6,2023-09-09,2023-09-12,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",1;10;2;5;6,21;22;27
h_h002905,H01,h002905,26,2023-08-11,2023-08-14,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",26,22;26;5
h_h002913,H01,h002913,1;2;28;3;5,2023-08-11,2023-08-14,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;28;3;5,2;5;6
h_h002921,H01,h002921,1;2;24,2023-08-08,2023-08-11,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;24,1;24;2
h_h002927,H01,h002927,5;8,2023-08-07,2023-08-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",5;8,5;8;1
h_h002934,H01,h002934,1;2;21;22;7,2023-08-19,2023-08-22,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",1;2;21;22;7,1;6;21
h_h002941,H01,h002941,1;10;2;23;4,2023-08-22,2023-08-25,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;10;2;23;4,1;23;2
h_h002944,H01,h002944,1;2;4;5;6,2023-08-20,2023-08-24,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;4;5;6,4;22;6
h_h002948,H01,h002948,2;23;1,2023-09-06,2023-09-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",2;23;1,23;2;1
h_h002955,H01,h002955,1;2;21;22;27,2023-08-26,2023-08-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;21;22;27,2;22;27
h_h002964,H01,h002964,1;21;22;4;7,2023-08-31,2023-09-04,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;21;22;4;7,2;28;22
h_h002976,H01,h002976,27;6;1;22;24;26;23;7;21,2023-08-19,2023-08-22,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",27;6;1;22;24;26;23;7;21,6;24;22
h_h002977,H01,h002977,11;2;22;23,2023-08-16,2023-08-20,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",11;2;22;23,2;5;22
h_h002982,H01,h002982,22;23;24;26;4,2023-08-21,2023-08-25,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;23;24;26;4,1;22;2
h_h002994,H01,h002994,1;2;22;5;7,2023-09-01,2023-09-04,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;22;5;7,2;6;7
h_h002995,H01,h002995,22;23;5;6;7,2023-08-19,2023-08-22,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;23;5;6;7,5;22;7
h_h003006,H01,h003006,1;2;4;5;6,2023-08-16,2023-08-20,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;4;5;6,5;23;24
h_h003009,H01,h003009,1;22;5,2023-08-23,2023-08-27,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;22;5,5;6;24
h_h003012,H01,h003012,2;23;4;6,2023-08-26,2023-08-29,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;23;4;6,2;23;1
h_h003019,H01,h003019,24;21;22;27;11;5,2023-08-28,2023-08-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",24;21;22;27;11;5,5;23;22
h_h003024,H01,h003024,21;22;23;3;6,2023-08-19,2023-08-22,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",21;22;23;3;6,21;22;4
h_h003036,H01,h003036,1;2;22;5,2023-08-11,2023-08-15,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;22;5,2;26;1
h_h003038,H01,h003038,1;2;5;6;8,2023-08-24,2023-08-28,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3인 이상 친구/일반미션",1;2;5;6;8,21;2;5
h_h003042,H01,h003042,22,2023-08-17,2023-08-21,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22,22;6;24
h_h003056,H01,h003056,1;10;22;23;24,2023-08-24,2023-08-30,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;10;22;23;24,5;22;23
h_h003057,H01,h003057,1;4;5;6;7,2023-08-20,2023-08-24,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;4;5;6;7,5;2;1
h_h003058,H01,h003058,21;22;24;5,2023-08-12,2023-08-17,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",21;22;24;5,24;21;22
h_h003082,H01,h003082,2;21;5;7;8,2023-08-13,2023-08-17,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;21;5;7;8,2;8;22
h_h003092,H01,h003092,1;2;3;4;9,2023-08-29,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;3;4;9,2;22;1
h_h003094,H01,h003094,21;22;26;27;5,2023-08-18,2023-08-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",21;22;26;27;5,2;26;6
h_h003096,H01,h003096,2;23;4;6,2023-08-20,2023-08-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",2;23;4;6,23;22;5
h_h003101,H01,h003101,22;21;28;24;22;6;4;27,2023-08-14,2023-08-18,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;21;28;24;22;6;4;27,4;23;27
h_h003111,H01,h003111,11;22;5,2023-08-21,2023-08-24,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",11;22;5,11;2;23
h_h003120,H01,h003120,2;22;24;5;6,2023-08-27,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",2;22;24;5;6,5;26;22
h_h003121,H01,h003121,22;23;26;5,2023-08-15,2023-08-18,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;23;26;5,5;23;22
h_h003123,H01,h003123,22;21,2023-08-09,2023-08-14,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;21,21;22;5
h_h003135,H01,h003135,2;6;26;22,2023-08-11,2023-08-15,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;6;26;22,2;26;24
h_h003136,H01,h003136,23;6;7;2;22;21,2023-08-17,2023-08-20,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",23;6;7;2;22;21,23;6;5
h_h003140,H01,h003140,25,2023-08-09,2023-08-14,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",25,25;28;5
h_h003142,H01,h003142,1;5;4;22;26;21;24;27,2023-08-28,2023-08-31,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;5;4;22;26;21;24;27,5;22;1
h_h003148,H01,h003148,1;12;3;5;7,2023-08-11,2023-08-15,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;12;3;5;7,5;22;24
h_h003159,H01,h003159,12;22;26;5,2023-08-09,2023-08-11,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",12;22;26;5,13;26;22
h_h003190,H01,h003190,22;28;2;23;21,2023-08-29,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;28;2;23;21,6;28;21
h_h003191,H01,h003191,1;21;22;24;27,2023-08-11,2023-08-15,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;21;22;24;27,21;24;5
h_h003195,H01,h003195,1;2;4;5;8,2023-09-03,2023-09-07,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;4;5;8,22;12;24
h_h003197,H01,h003197,1;12;13;2;3,2023-08-14,2023-08-17,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",1;12;13;2;3,28;3;24
h_h003204,H01,h003204,1;2;26;4;6,2023-08-25,2023-08-28,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;26;4;6,2;24;9
h_h003217,H01,h003217,2;1;22,2023-08-21,2023-08-25,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;1;22,22;2;1
h_h003218,H01,h003218,5;22;23;21;12;24;1,2023-08-21,2023-08-25,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",5;22;23;21;12;24;1,5;23;1
h_h003219,H01,h003219,1;2;4;5;6,2023-08-23,2023-08-26,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;2;4;5;6,1;5;6
h_h003223,H01,h003223,1;2;22;23;6,2023-08-19,2023-08-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;22;23;6,22;3;6
h_h003243,H01,h003243,1;22;24;26,2023-08-23,2023-08-26,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;24;26,22;26;1
h_h003263,H01,h003263,2;22;5,2023-08-19,2023-08-20,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",2;22;5,11;21;24
h_h003264,H01,h003264,1;21;22;26;6,2023-08-12,2023-08-13,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",1;21;22;26;6,6;21;22
h_h003265,H01,h003265,5;4,2023-09-16,2023-09-17,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",5;4,5;11;4
h_h003266,H01,h003266,12;21;22;6;9,2023-08-26,2023-08-27,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",12;21;22;6;9,1;6;22
h_h003267,H01,h003267,22;24;26;4;5,2023-08-19,2023-08-20,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",22;24;26;4;5,2;7;21
h_h003270,H01,h003270,1;22,2023-08-23,2023-08-24,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22,24;22;21
h_h003271,H01,h003271,1;22;27;5,2023-08-26,2023-08-27,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",1;22;27;5,27;22;5
h_h003272,H01,h003272,1;21;22;5,2023-08-27,2023-08-28,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",1;21;22;5,6;5;22
h_h003273,H01,h003273,2;22;4;5,2023-08-20,2023-08-21,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",2;22;4;5,1;2;22
h_h003277,H01,h003277,21;5,2023-08-19,2023-08-20,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3대 동반 여행/일반미션",21;5,2;4;21
h_h003278,H01,h003278,12;2;24;9,2023-08-15,2023-08-16,,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",12;2;24;9,2;3;24
h_h003299,H01,h003299,1;2;22;3;4,2023-08-12,2023-08-16,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;22;3;4,1;23;22
h_h003303,H01,h003303,2;21;22;26,2023-08-11,2023-08-14,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",2;21;22;26,21;26;2
h_h003308,H01,h003308,1;10;22;4;6,2023-08-20,2023-08-25,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;10;22;4;6,4;6;22
h_h003322,H01,h003322,2;23;22;4;1;5;6;7;24;28,2023-08-23,2023-08-26,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;23;22;4;1;5;6;7;24;28,2;23;22
h_h003327,H01,h003327,1;22;26;5;7,2023-08-21,2023-08-25,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;22;26;5;7,26;1;6
h_h003330,H01,h003330,12;22;4;5;9,2023-08-17,2023-08-20,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",12;22;4;5;9,4;22;5
h_h003331,H01,h003331,1;2;22;4;9,2023-08-09,2023-08-14,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3인 이상 친구/일반미션",1;2;22;4;9,1;5;23
h_h003332,H01,h003332,1;21;22;26;5,2023-08-18,2023-08-22,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;21;22;26;5,5;22;26
h_h003337,H01,h003337,5;7;22;25;26,2023-08-11,2023-08-18,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",5;7;22;25;26,25;22;5
h_h003340,H01,h003340,1;10;2;4;6,2023-08-19,2023-08-22,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",1;10;2;4;6,23;10;21
h_h003343,H01,h003343,1;4;5,2023-08-28,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;4;5,4;26;22
h_h003344,H01,h003344,1;21;22;4;6,2023-08-15,2023-08-19,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;21;22;4;6,21;27;1
h_h003346,H01,h003346,1;21;22;5;7,2023-08-19,2023-08-22,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;21;22;5;7,21;22;7
h_h003347,H01,h003347,21;22;24;26;5,2023-08-14,2023-08-18,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22;24;26;5,22;5;24
h_h003350,H01,h003350,22;23;27;5;7,2023-08-16,2023-08-19,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;23;27;5;7,2;7;23
h_h003353,H01,h003353,1;2;5;6,2023-08-15,2023-08-18,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;2;5;6,2;1;11
h_h003355,H01,h003355,1;2;4;5;9;24;26;27;23;22;21;28,2023-08-18,2023-08-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",1;2;4;5;9;24;26;27;23;22;21;28,22;2;23
h_h003359,H01,h003359,10;27;3;4;9,2023-09-01,2023-09-05,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",10;27;3;4;9,3;6;9
h_h003373,H01,h003373,5;22;21,2023-08-11,2023-08-15,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",5;22;21,21;22;4
h_h003383,H01,h003383,22;23;24;27;28,2023-08-11,2023-08-15,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;23;24;27;28,4;5;21
h_h003386,H01,h003386,1;11;22;5,2023-08-24,2023-08-28,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;11;22;5,5;22;11
h_h003389,H01,h003389,1;2;23;5;9,2023-08-31,2023-09-03,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",1;2;23;5;9,1;2;28
h_h003405,H01,h003405,4;9,2023-08-23,2023-08-27,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",4;9,5;22;28
h_h003406,H01,h003406,1;12;21;22;23,2023-08-13,2023-08-16,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;12;21;22;23,22;23;4
h_h003410,H01,h003410,22;24,2023-08-15,2023-08-18,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;24,22;6;24
h_h003419,H01,h003419,1;22;28;8,2023-08-15,2023-08-16,,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;22;28;8,21;26;22
h_h003431,H01,h003431,2;22;23;26;4,2023-08-19,2023-08-24,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;23;26;4,22;23;26
h_h003441,H01,h003441,12;2;22;23;6,2023-08-23,2023-08-27,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",12;2;22;23;6,22;12;5
h_h003443,H01,h003443,22;25;5;7,2023-08-16,2023-08-20,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",22;25;5;7,5;7;25
h_h003444,H01,h003444,2;27;3;6;9,2023-09-08,2023-09-12,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;27;3;6;9,6;2;10
h_h003448,H01,h003448,2;3;4;5;6,2023-09-05,2023-09-08,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",2;3;4;5;6,22;24;3
h_h003451,H01,h003451,22;21,2023-08-24,2023-08-28,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;21,21;22;2
h_h003453,H01,h003453,2;22;26;4,2023-08-15,2023-08-18,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;26;4,26;4;22
h_h003477,H01,h003477,1;2;22;3;6,2023-08-28,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;2;22;3;6,2;22;23
h_h003481,H01,h003481,2;5;8,2023-09-08,2023-09-11,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;5;8,2;5;8
h_h003483,H01,h003483,1;12;7,2023-08-12,2023-08-15,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;12;7,12;7;1
h_h003487,H01,h003487,1;22;24;25;5,2023-09-04,2023-09-06,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22;24;25;5,5;1;22
h_h003496,H01,h003496,21;28,2023-08-15,2023-08-20,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;28,28;21;22
h_h003507,H01,h003507,12;2;22;26;6,2023-08-22,2023-08-25,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",12;2;22;26;6,6;5;22
h_h003514,H01,h003514,21;22;23;26;5,2023-08-13,2023-08-17,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",21;22;23;26;5,21;22;5
h_h003524,H01,h003524,2;21;22;4,2023-08-12,2023-08-15,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3인 이상 친구/일반미션",2;21;22;4,1;4;6
h_h003531,H01,h003531,2;21;22;26;5,2023-08-24,2023-08-28,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;21;22;26;5,2;5;22
h_h003536,H01,h003536,2;21;23;28;5,2023-08-11,2023-08-15,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;21;23;28;5,6;28;21
h_h003539,H01,h003539,21;22;24;26;27,2023-09-02,2023-09-05,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",21;22;24;26;27,22;5;26
h_h003540,H01,h003540,1;21;22;5;7,2023-08-21,2023-08-25,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;21;22;5;7,21;22;5
h_h003543,H01,h003543,1;4,2023-08-22,2023-08-26,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;4,4;1;22
h_h003553,H01,h003553,1;2;23;4;9,2023-08-18,2023-08-22,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;23;4;9,22;23;2
h_h003556,H01,h003556,5;1;2;3;4,2023-08-27,2023-08-30,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",5;1;2;3;4,3;6;2
h_h003560,H01,h003560,1;22;23;26;5,2023-08-16,2023-08-19,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",1;22;23;26;5,24;23;26
h_h003561,H01,h003561,2;4,2023-08-26,2023-08-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",2;4,6;3;1
h_h003563,H01,h003563,1;2;4;5;6;12,2023-08-21,2023-08-25,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;4;5;6;12,5;6;12
h_h003565,H01,h003565,2;21;22;24;25,2023-09-01,2023-09-04,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;21;22;24;25,1;12;25
h_h003567,H01,h003567,1;21;23;4;5,2023-08-19,2023-08-24,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;21;23;4;5,24;22;5
