dataset,contentid,contenttypeid,title,addr1,addr2,areacode,cat1,cat2,cat3,common_addr1,common_addr2,common_areacode,common_cat1,common_cat2,common_cat3,common_cpyrhtDivCd,common_createdtime,common_fetch_error,common_fetch_status,common_fetched_at,common_firstimage,common_firstimage2,common_homepage,common_lDongRegnCd,common_lDongSignguCd,common_lclsSystm1,common_lclsSystm2,common_lclsSystm3,common_mapx,common_mapy,common_mlevel,common_modifiedtime,common_overview,common_sigungucode,common_tel,common_telname,common_title,common_zipcode,cpyrhtDivCd,createdtime,firstimage,firstimage2,intro_accomcount,intro_accomcountculture,intro_accomcountleports,intro_accomcountlodging,intro_barbecue,intro_beauty,intro_beverage,intro_bicycle,intro_campfire,intro_checkintime,intro_checkouttime,intro_chkbabycarriage,intro_chkbabycarriageculture,intro_chkbabycarriageleports,intro_chkbabycarriageshopping,intro_chkcooking,intro_chkcreditcard,intro_chkcreditcardculture,intro_chkcreditcardfood,intro_chkcreditcardleports,intro_chkcreditcardshopping,intro_chkpet,intro_chkpetculture,intro_chkpetleports,intro_chkpetshopping,intro_culturecenter,intro_discountinfo,intro_discountinfofood,intro_expagerange,intro_expagerangeleports,intro_expguide,intro_fairday,intro_fetch_error,intro_fetch_status,intro_fetched_at,intro_firstmenu,intro_fitness,intro_foodplace,intro_heritage1,intro_heritage2,intro_heritage3,intro_infocenter,intro_infocenterculture,intro_infocenterfood,intro_infocenterleports,intro_infocenterlodging,intro_infocentershopping,intro_karaoke,intro_kidsfacility,intro_lcnsno,intro_opendate,intro_opendatefood,intro_opendateshopping,intro_openperiod,intro_opentime,intro_opentimefood,intro_packing,intro_parking,intro_parkingculture,intro_parkingfee,intro_parkingfeeleports,intro_parkingfood,intro_parkingleports,intro_parkinglodging,intro_parkingshopping,intro_pickup,intro_publicbath,intro_publicpc,intro_refundregulation,intro_reservation,intro_reservationfood,intro_reservationlodging,intro_reservationurl,intro_restdate,intro_restdateculture,intro_restdatefood,intro_restdateleports,intro_restdateshopping,intro_restroom,intro_roomcount,intro_roomtype,intro_saleitem,intro_saleitemcost,intro_sauna,intro_scale,intro_scalefood,intro_scaleleports,intro_scalelodging,intro_scaleshopping,intro_seat,intro_seminar,intro_shopguide,intro_smoking,intro_spendtime,intro_sports,intro_subfacility,intro_treatmenu,intro_usefee,intro_usefeeleports,intro_useseason,intro_usetime,intro_usetimeculture,intro_usetimeleports,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,zipcode
food,404151,39,생원전복,제주특별자치도 서귀포시 안덕면 산방로 7,,,,,,제주특별자치도 서귀포시 안덕면 산방로 7,,,,,,Type3,20080120073307,,success,2026-07-13T06:56:14.148082+00:00,https://tong.visitkorea.or.kr/cms/resource/64/401464_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/64/401464_image3_1.jpg,,50,130,FD,FD01,FD010100,126.330759130206,33.2458450530539,6,20260224121340,제주 지역에서 전복요리 또한 절대 빼놓을 수 없는데 전복요리를 제대로 하는 곳이 바로 생원 전복요리 전문점이다. 남제주의 산방산을 가기 직전 만날 수 있는 화순리에 위치한 생원 전복요리점은 대대로 해녀 집안이었던 전통을 살려 전복요리를 하는 곳으로 지금도 제주 지역에서 채집된 전복만을 사용하는 식당이다. 전복 요리의 대표격인 전복죽은 당연 이곳의 주메뉴이다. 전복의 내장을 갈아 넣고 전복을 푸짐하게 썰어 넣은 노란색의 전복죽은 내륙에서는 먹기 힘든 음식이다. 생원 전복요리집의 별미는 전복 돌솥밥이다.,,,,생원전복,63530,Type3,20080120073307,https://tong.visitkorea.or.kr/cms/resource/64/401464_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/64/401464_image3_1.jpg,,,,,,,,,,,,,,,,,,,가능,,,,,,,,,,,,,,,success,2026-07-13T16:14:05.885454+00:00,전복회,,,,,,,,064-792-2109,,,,,0,20020631002,,,,,,10:00~21:00 (마지막 주문 20:00),가능(일부 메뉴),,,,,가능,,,,,,,,,,,,,,매주 화요일,,,,,,,,,,,,,,,,,,,,,돈 샤브샤브 / 전복돌솥밥 / 전복구이 등,,,,,,,50,130,FD,FD01,FD010100,126.330759130206,33.2458450530539,6,20260224121340,,,63530
food,3071677,39,서귀포 제주에인 감귤밭 카페,제주특별자치도 서귀포시 호근서호로 20-14 (호근동),,39,A05,A0502,A05020900,제주특별자치도 서귀포시 호근서호로 20-14 (호근동),,39,A05,A0502,A05020900,Type3,20230918150707,,success,2026-07-13T06:56:14.250264+00:00,http://tong.visitkorea.or.kr/cms/resource/46/3071646_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3071646_image3_1.jpg,"<a href=""https://www.instagram.com/jejue_in_farm""target=""_blank"" title=""새창: 제주에인감귤밭 홈페이지로 이동"">https://www.instagram.com/jejue_in_farm</a>",50,130,FD,FD05,FD050100,126.5390217302,33.2565935822,6,20250415093138,"제주에인감귤밭은 제주 서귀포에 위치한 감귤밭이 있는 카페이다. 감귤 따기 체험부터 감귤, 청귤청 만들기까지 아이들과 체험활동을 하면서 시간을 보내기에 좋다. 음료를 주문하면 감귤밭 입장이 가능하며 감귤밭의 포토존에서 사진도 찍을 수 있다. 귤밭에는 여름까지 볼 수 있는 하귤나무와 포토존에는 데코용 귤이 상시 달려있기 때문에 사계절 내내 귤과 예쁜 사진을 남길 수 있다. 카페에서는 한라봉을 이용한 라봉퐁당에이드와 감귤모자 등 예쁜 감귤과 관련된 소품들을 판매한다. 감귤따기체험은 귤수확시즌에 따라 달라지므로 체험 가능 유무를 확인하여야 한다. 감귤따기와 감귤청, 청귤청 만들기 체험 프로그램도 있다.",3,,,서귀포 제주에인 감귤밭 카페,63569,Type3,20230918150707,http://tong.visitkorea.or.kr/cms/resource/46/3071646_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3071646_image3_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T16:14:06.451144+00:00,생귤탱귤주스,,,,,,,,0507-1320-3593,,,,,0,,,,,,,10:00~18:00 (마지막 주문 17:30),,,,,,가능,,,,,,,,,,,,,,매주 일요일,,,,,,,,,,,,,,,,,,,,,제주에인브런치 / 한라봉퐁당 에이드 / 청귤퐁당에이드 등,,,,,,,50,130,FD,FD05,FD050100,126.5390217302,33.2565935822,6,20250415093138,3,,63569
food,404121,39,서귀포괸당네,제주특별자치도 서귀포시 칠십리로 123,,,,,,제주특별자치도 서귀포시 칠십리로 123,,,,,,Type3,20080120073147,,success,2026-07-13T06:56:22.426889+00:00,https://tong.visitkorea.or.kr/cms/resource/07/401407_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/07/401407_image3_1.jpg,,50,130,FD,FD01,FD010100,126.567548327187,33.2430769108982,6,20260304100426,서귀포에 위치한 서귀포괸당네 식당은 제주산 갈치 요리에 일가견이 있는 음식점이다. 제주산 은갈치로 만들어 내는 갈치조림과 갈치회가 이 집의 대표 메뉴이다. 매콤한 양념의 갈치조림은 큼직한 무에 갖은 양념을 넣어 조림을 하는데 다른 반찬이 필요 없을 정도로 맛이 좋다. 괸당네 갈치회는 하얀 속살에 은빛에서 느껴지는 쫄깃함이 보인다. 관광객에 많이 알려져 성수기에는 반드시 예약은 필수이다. 1층과 2층으로 구비되어 약 150석의 넓은 좌석까지 확보하고 있어 단체 고객까지도 충분히 수용할 수 있어 이용이 편리하다.,,,,서귀포괸당네,63596,Type3,20080120073147,https://tong.visitkorea.or.kr/cms/resource/07/401407_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/07/401407_image3_1.jpg,,,,,,,,,,,,,,,,,,,가능,,,,,,,,,,,,,,,success,2026-07-13T16:14:06.708497+00:00,통갈치조림,,,,,,,,064-732-3757,,,,,0,20180624369,,,,,,08:00 ~ 20:30,가능(일부 메뉴),,,,,주차 가능,,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,,,,,,통갈치조림 / 통갈치구이 / 고등어조림 / 고등어구이 외,,,,,,,50,130,FD,FD01,FD010100,126.567548327187,33.2430769108982,6,20260304100426,,,63596
food,1823088,39,서귀포시축협 축산물플라자,제주특별자치도 서귀포시 일주동로 8421,,,,,,제주특별자치도 서귀포시 일주동로 8421,,,,,,Type3,20130625182625,,success,2026-07-13T06:56:22.721741+00:00,https://tong.visitkorea.or.kr/cms/resource/94/1786494_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/94/1786494_image3_1.jpg,,50,130,FD,FD01,FD010100,126.588468289905,33.2571978278387,6,20260211081009,"서귀포시축협 축산물플라자는 제주도민들도 즐겨찾는 한우전문점이다. 서귀포시 축협 조합원이 직접 키우고 출하한 1등급 이상의 한우를 판매하고 있다. 넓은 주차장과 어린이 놀이방 시설을 구비하고 있어 단체 회식이나 모임을 하기에도 좋다. 대표메뉴인 한우모듬 뿐만 아니라 식사류인 불고기전골, 돌솥비빔밥, 한우탕, 갈비탕 등의 메뉴도 준비되어 있다.",,,,서귀포시축협 축산물플라자,63598,Type3,20130625182625,https://tong.visitkorea.or.kr/cms/resource/94/1786494_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/94/1786494_image3_1.jpg,,,,,,,,,,,,,,,,,,,가능,,,,,,,,,,,,,,,success,2026-07-13T16:14:06.814383+00:00,한우모둠,,,,,,,,064-732-1486,,,,,0,20100631286,,,,,,11:00~21:00 (마지막 주문 20:00),가능,,,,,가능,,,,,,,,,,,,,,매주 월요일 / 설·추석 연휴,,,,,,,,,,,,,,,,,,,,,한우탕 / 갈비탕 등,,,,,,,50,130,FD,FD01,FD010100,126.588468289905,33.2571978278387,6,20260211081009,,,63598
food,664982,39,서귀포흑돼지명가,제주특별자치도 서귀포시 태평로 122 (호근동),,,,,,제주특별자치도 서귀포시 태평로 122 (호근동),,,,,,Type3,20081210180503,,success,2026-07-13T06:56:31.148395+00:00,https://tong.visitkorea.or.kr/cms/resource/82/3466482_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/82/3466482_image3_1.jpg,,50,130,FD,FD01,FD010100,126.5363506678,33.2440797906,6,20260623094320,"서귀포흑돼지명가는 50여 년의 전통을 이어오고 있는 제주 향토음식 전문점이다. 제주산 흑돼지 갈비를 비롯해 정식 메뉴, 해물탕, 갈치조림, 된장찌개 등 다양한 메뉴를 선보이고 있다. 화학조미료를 사용하지 않는 것을 원칙으로 하며, 계절에 따라 테라스 공간을 이용할 수 있다. 또한 식사 후 산책을 즐길 수 있는 정원을 갖추고 있어 여유로운 시간을 보내기 좋다.",,,,서귀포흑돼지명가,63571,Type3,20081210180503,https://tong.visitkorea.or.kr/cms/resource/82/3466482_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/82/3466482_image3_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T16:14:07.074348+00:00,제주흑돼지오겹살,,,,,,,,064-739-7347,,,,,0,20030631249,,,,,,12:00~22:00,가능,,,,,가능,,,,,,,,,,,,,,매주 일요일,,,,,,,,,,,,,,,,,,,,,제주흑돼지목살 / 돼지양념갈비 / 돼지생갈비 등,,,,,,,50,130,FD,FD01,FD010100,126.5363506678,33.2440797906,6,20260623094320,,,63571
food,2877645,39,서귀피안 베이커리,제주특별자치도 서귀포시 신양로122번길 17,,39,A05,A0502,A05020900,제주특별자치도 서귀포시 신양로122번길 17,,39,A05,A0502,A05020900,Type3,20221027155943,,success,2026-07-13T06:56:37.631674+00:00,http://tong.visitkorea.or.kr/cms/resource/35/2877635_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2877635_image3_1.jpg,"<a href=""https://www.instagram.com/seogwipean_bakery/"" target=""_blank"" title=""새창: 서귀피안 베이커리 인스타그램 홈페이지로 이동"">https://www.instagram.com/seogwipean_bakery/</a>",50,130,FD,FD05,FD050100,126.9219900411,33.4352827669,6,20250120154621,"서귀피안 베이커리는 제주 신양섭지해수욕장에 있다. 제주 동쪽 최대 규모의 카페로 전 좌석 45m 파노라마 오션 뷰를 즐길 수 있다. 크림색과 우드톤, 민트색이 어우러진 유러피안 감성 인테리어에 단체석이 있으며 1층은 바와 레스토랑, 2층은 베이커리 카페, 3층은 서귀피안 라운지로 운영한다. 아침 8시부터 빵이 나오기 시작하여 근처에서 숙박하는 여행자가 아침 식사하기 좋다. 주변 여행지로 섭지코지 등이 있다.",3,,,서귀피안 베이커리,63641,Type3,20221027155943,http://tong.visitkorea.or.kr/cms/resource/35/2877635_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2877635_image3_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T16:14:07.868859+00:00,서귀피넛,,,,,,,,064-783-7884,,,,,0,20210625099,,,,,,08:00~20:00 (19:15 라스트오더),,,,,,가능 (약45대),,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,,,,,,서귀피안 에이드 / 할라피뇨 치아바타 / 카야잼버터바이트 등,,,,,,,50,130,FD,FD05,FD050100,126.9219900411,33.4352827669,6,20250120154621,3,,63641
food,2839730,39,서귀피안 보래드 베이커스,제주특별자치도 서귀포시 보목로64번길 178 (보목동),,39,A05,A0502,A05020900,제주특별자치도 서귀포시 보목로64번길 178 (보목동),,39,A05,A0502,A05020900,Type3,20220819131129,,success,2026-07-13T06:56:37.755673+00:00,http://tong.visitkorea.or.kr/cms/resource/22/2839722_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2839722_image3_1.jpg,"<a href=""https://www.instagram.com/boraed_bakers""target=""_blank"" title=""새창: 서귀피안 보래드 베이커스 홈페이지로 이동"">https://www.instagram.com/boraed_bakers</a>",50,130,FD,FD05,FD050100,126.5905508715,33.2444429618,6,20250530154409,"보래드베이커스는 제주 서귀포시에 위치한 감성적인 분위기의 베이커리 카페로, 서귀항과 문섬이 한눈에 내려다보이는 탁 트인 오션뷰를 자랑한다. 호텔 서귀피안과 함께 운영되고 있어 숙박과 함께 고품질의 커피와 베이커리를 즐길 수 있다. 이곳의 모든 베이커리 메뉴는 당일 생산, 당일 판매를 원칙으로 하여 신선하고 풍미 가득한 맛을 자랑한다. 고급 생커피콩을 직접 선별해 매장에서 로스팅하는 로스터리 카페로, 커피 본연의 깊고 풍부한 향미를 즐기기에 좋다. 세련된 인테리어와 여유로운 공간 구성으로 커피 한 잔의 여유를 즐기기에 제격이며, 인근에는 정방폭포, 외돌개 등 제주 대표 관광지가 가까워 연계 관광 코스로도 안성맞춤이다.",3,,,서귀피안 보래드 베이커스,63599,Type3,20220819131129,http://tong.visitkorea.or.kr/cms/resource/22/2839722_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2839722_image3_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T16:14:07.993426+00:00,플레인 크로아상,,,,,,,,064-735-1450,,,,,0,20190624554,,,,,,08:00~18:00 (마지막 주문 17:30),,,,,,가능,,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,,,,,,테디 보틀 시리즈 / 플레인 스콘 / 마틸다 케이크 등,,,,,,,50,130,FD,FD05,FD050100,126.5905508715,33.2444429618,6,20250530154409,3,,63599
food,2839783,39,서서방숯불닭갈비 제주본점,제주특별자치도 제주시 신광로 61,1층,39,A05,A0502,A05020100,제주특별자치도 제주시 신광로 61,1층,39,A05,A0502,A05020100,Type3,20220819133621,,success,2026-07-13T06:56:37.847672+00:00,http://tong.visitkorea.or.kr/cms/resource/79/2839779_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2839779_image3_1.jpg,,50,110,FD,FD01,FD010100,126.4901152327,33.4866479357,6,20250206142434,"서서방숯불닭갈비는 제주시 호텔이 밀집된 연동에 있다. 초벌구이한 고기를 숯불로 구운 양념 닭갈비, 흑돼지가 메인메뉴이며 닭고기는 제주산 한라 육계만 사용한다. 오너 세프가 제주 토박이로 제주 시내에 본점 포함 3개 지점을 운영하고 있다. 제주공항과 가깝고 차 없는 거리 옆에 있어 주차장은 없다. 근처에 삼무공원, 도두봉, 무지개 해안도로 등이 있다.",4,,,서서방숯불닭갈비 제주본점,63123,Type3,20220819133621,http://tong.visitkorea.or.kr/cms/resource/79/2839779_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2839779_image3_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T16:14:08.549208+00:00,양념황제모둠,,,,,,,,064-743-7745,,,,,0,20170629230,,,,,,11:00~02:00,,,,,,불가,,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,,,,,,양념황제모둠 / 제주모자반숙성닭갈비 / 제주무항생제친환경닭갈비 / 닭목살 등,,,,,,,50,110,FD,FD01,FD010100,126.4901152327,33.4866479357,6,20250206142434,4,,63123
food,655543,39,서울뚝배기,제주특별자치도 제주시 아연로 10,,,,,,제주특별자치도 제주시 아연로 10,,,,,,Type3,20081121191509,,success,2026-07-13T06:56:37.958845+00:00,https://tong.visitkorea.or.kr/cms/resource/87/1935187_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/87/1935187_image3_1.jpg,,50,110,FD,FD01,FD010100,126.496638408926,33.4807037018467,6,20260225160146,"제주시 연동에 위치한 서울뚝배기는 전복뚝배기, 해물뚝배기, 옥돔구이, 고등어조림, 은갈치조림, 해물탕 등의 한식을 판매하고 있다. 그 중 대표 메뉴는 전복뚝배기와 제주산 은갈치만 사용한 은갈치 조림이다. 이른 아침 제주공항 근처에서 식사할 곳을 찾는다면 방문해 볼 만하다.",,,,서울뚝배기,63142,Type3,20081121191509,https://tong.visitkorea.or.kr/cms/resource/87/1935187_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/87/1935187_image3_1.jpg,,,,,,,,,,,,,,,,,,,가능,,,,,,,,,,,,,,,success,2026-07-13T16:14:08.655096+00:00,전복뚝배기,,,,,,,,064-712-4550,,,,,0,20030627314,,,,,,06:00~20:00,가능,,,,,가능,,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,,,,,,해물뚝배기 / 은갈치조림 / 옥돔구이 등,,,,,,,50,110,FD,FD01,FD010100,126.496638408926,33.4807037018467,6,20260225160146,,,63142
food,2938592,39,서작가초밥집,제주특별자치도 서귀포시 태평로 416-1,,,,,,제주특별자치도 서귀포시 태평로 416-1,,,,,,,20221222144243,,success,2026-07-13T06:56:42.433525+00:00,,,,50,130,FD,FD02,FD020200,126.5647985422,33.2448488835,6,20260616182245,"서작가초밥집은 서귀포에 자리한 작은 일식집으로, 기본에 충실한 음식과 정성스러운 손맛을 느낄 수 있는 곳이다. 초밥에 올라가는 재료는 직접 손질해 사용하며, 우동 육수부터 각종 소스와 튀김까지 하나하나 직접 만들어 제공한다. 기성품이나 반제품 사용을 최소화하고 모든 메뉴에 정성을 담아 완성하는 것이 이곳의 특징이다. 대표 메뉴는 당일 들여온 자연산 생선을 활용한 자연산 초밥과 정택진 초밥이며, 신선한 활어초밥도 많은 사랑을 받고 있다. 바삭하게 튀겨낸 왕새우튀김 역시 인기 메뉴 중 하나로 손꼽힌다. 손이 많이 가고 시간이 오래 걸리더라도 정직한 재료와 정성을 고집하며, 작은 맛의 차이를 알아주는 손님들의 발길이 꾸준히 이어지는 곳이다. 소박하지만 진심이 담긴 한 끼를 즐기고 싶다면 방문해 볼 만한 초밥집이다.",,,,서작가초밥집,63596,,20221222144243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T16:14:08.768315+00:00,당일바리 자연산 초밥,,,,,,,,070-7736-5728,,,,,0,20110631020,,,,,,17:00~22:00 (마지막 주문 21:30),가능,,,,,불가능,,,,,,,,,,,,,,매주 수요일,,,,,,,,,,,,,,,,,,,,,정택진 초밥 / 모둠사시미 / 서작가 초밥 등,,,,,,,50,130,FD,FD02,FD020200,126.5647985422,33.2448488835,6,20260616182245,,,63596
food,2877671,39,서홍정원,제주특별자치도 서귀포시 솜반천로55번길 12-8,,39,A05,A0502,A05020900,제주특별자치도 서귀포시 솜반천로55번길 12-8,,39,A05,A0502,A05020900,Type3,20221027160406,,success,2026-07-13T06:56:46.587075+00:00,http://tong.visitkorea.or.kr/cms/resource/55/2877655_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2877655_image3_1.jpg,"<a href=""https://www.instagram.com/cafe_seojeong/"" target=""_blank"" title=""새창 : 서홍정원 인스타그램으로 이동"">https://www.instagram.com/cafe_seojeong/</a>",50,130,FD,FD05,FD050100,126.5544260403,33.2526164877,6,20251023110215,"서홍정원은 45년 된 구옥을 개조한 주택형 카페이다. 나카무라출신의 파티시에가 계절디저트와 케이크를 수제로 만들며, 100% 동물성 생크림을 사용한다. 야외 테이블에는 사계절 푸른 나무가 있고 실내는 빛이 잘 드는 창과 다양하고 빈티지한 테이블이 있다. 비밀의 정원 같은 테라스에 앉아 숲을 감상할 수 있다. 시그니처 메뉴로는 아몬드비엔나와 카푸치노번이 있고 브런치 인기메뉴로는 제주흑돼지 미트볼&적채 샐러드, 프렌치토스트 등이 있다.",3,,,서홍정원,63584,Type3,20221027160406,http://tong.visitkorea.or.kr/cms/resource/55/2877655_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2877655_image3_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T16:14:08.893656+00:00,흑돼지미트볼&적채샐러드,,,,,,,,064-762-5858,,,,,0,20170631175,,,,,,- 카페 09:30~18:00 (마지막 주문 17:25)<br>- 브런치 09:30~15:00,,,,,,가능,,,,,,,,,,,,,,연중무휴,,,,,,,,,,,,,,,,,,,,,프렌치토스트 / 아몬드비엔나 / 카푸치노번 / 계절디저트 등,,,,,,,50,130,FD,FD05,FD050100,126.5544260403,33.2526164877,6,20251023110215,3,,63584
food,2833409,39,선이네밥집,제주특별자치도 제주시 조천읍 조천리,1220,39,A05,A0502,A05020100,제주특별자치도 제주시 조천읍 조천리,1220,39,A05,A0502,A05020100,Type3,20220805170036,,success,2026-07-13T06:56:47.013762+00:00,http://tong.visitkorea.or.kr/cms/resource/59/3578959_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/3578959_image3_1.jpg,,50,110,FD,FD01,FD010100,126.6399843684,33.5381668477,6,20251205103255,"선이네밥집은 제주에서 집밥 스타일의 한식 백반을 맛볼 수 있는 식당이다. 정식 메뉴에는 된장찌개, 콩나물국, 제육, 갈치, 나물, 계란후라이 등 다양한 반찬이 제공되며, 흑돼지불고기정식, 김치찌개, 동태찌개, 닭도리탕 등 다양한 메뉴가 있다. 현지인들에게 인기 있는 가성비 좋은 식당으로 직접 확인하고 고른 신선한 식재료로 식사를 준비하고 있다. 가게 내부는 아담하고 편안한 분위기로 조용하게 식사를 즐길 수 있다.",4,,,선이네밥집,63331,Type3,20220805170036,http://tong.visitkorea.or.kr/cms/resource/59/3578959_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/3578959_image3_1.jpg,,,,,,,,,,,,,,,,,,,가능,,,,,,,,,,,,,,,success,2026-07-13T16:14:09.667281+00:00,선이네밥 정식,,,,,,,,064-727-3450,,,,,0,20140627204,,,,,,06:30~19:00,,,,,,불가능,,,,,,,,,,,,,,매주 일요일,,,,,,,,,,,,,,,,,,,,,흑돼지불고기정식 / 김치찌개 / 김치닭도리탕 등,,,,,,,50,110,FD,FD01,FD010100,126.6399843684,33.5381668477,6,20251205103255,4,,63331
food,2792535,39,선흘곶,제주특별자치도 제주시 조천읍 선흘서2길 22,,39,A05,A0502,A05020100,제주특별자치도 제주시 조천읍 선흘서2길 22,,39,A05,A0502,A05020100,Type3,20211213181221,,success,2026-07-13T06:56:50.640727+00:00,http://tong.visitkorea.or.kr/cms/resource/08/2799608_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2799608_image3_1.jpg,,50,110,FD,FD01,FD010100,126.6901500792,33.5108928938,6,20250905163039,"선흘곶은 제주시 조천읍에 있는 한식집이다. 입구를 들어서면 주인장의 손길이 닿은 정겨운 느낌의 내부와 오밀조밀하게 꾸며놓은 넓은 정원이 손님들을 반긴다. 제주에서 나는 식자재로 만든 건강한 쌈밥이 이 집의 주력 메뉴다. 반찬이 풍성하게 차려지고 부드럽고 야들야들한 돔베 고기와 고등어구이, 그리고 쌈 채소가 나온다. 쌈에 고등어와 돔베 고기를 올리고, 양념과 함께 싸서 먹으면 건강한 한 끼 식사를 즐길 수 있다.",4,,,선흘곶,63340,Type3,20211213181221,http://tong.visitkorea.or.kr/cms/resource/08/2799608_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2799608_image3_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T16:14:10.639776+00:00,쌈밥 정식,,,,,,,,064-783-5753,,,,,0,20070627460,,,,,,- 10:00~18:00<br>- 마지막 주문 16:00,,,,,,가능,,,,,,,,,,,,,,매주 화요일,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,110,FD,FD01,FD010100,126.6901500792,33.5108928938,6,20250905163039,4,,63340
food,2850014,39,선흘방주할머니식당,제주특별자치도 제주시 조천읍 선교로 212,,39,A05,A0502,A05020100,제주특별자치도 제주시 조천읍 선교로 212,,39,A05,A0502,A05020100,Type3,20220906143349,,success,2026-07-13T06:56:54.974458+00:00,http://tong.visitkorea.or.kr/cms/resource/01/2850001_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/01/2850001_image3_1.JPG,,50,110,FD,FD01,FD010100,126.7003970128,33.4846070775,6,20250610154119,"선흘방주할머니식당은 제주시 조천읍 선흘리에 위치해 있으며 제주라프 근처에 자리잡고 있다. 이곳은 아들이 직접 농사지은 콩으로 어머니가 정성스럽게 요리하는 건강한 밥상으로 유명하다. 곰취잎을 만두피로 활용한 삼채곰취만두는 향긋하고 쫄깃한 식감이 독특하다. 또한 제주산 고사리를 넣은 고사리비빔밥, 고소한 맛이 인상적인 검정콩국수 등 건강한 식재료로 구성된 다양한 메뉴가 있어 남녀노소 누구나 만족할 수 있는 식당이다. 이곳은 건강한 한 끼를 원하거나 제주만의 향토 음식을 경험하고 싶은 이들에게 제격이다. 인근에 거문오름과 제주라프, 선녀와 나무꾼 공원이 있어 함께 둘러보기 좋다.",4,,,선흘방주할머니식당,63341,Type3,20220906143349,http://tong.visitkorea.or.kr/cms/resource/01/2850001_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/01/2850001_image3_1.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,2026-07-13T16:14:10.752635+00:00,검정콩국수,,,,,,,,064-783-1253,,,,,0,20060627566,,,,,,10:00~19:00 (마지막 주문 18:20),,,,,,가능,,,,,,,,,,,,,,매주 일요일,,,,,,,,,,,,,,,,,,,,,고사리 비빔밥 / 흑돼지보쌈 / 도토리부침개 등,,,,,,,50,110,FD,FD01,FD010100,126.7003970128,33.4846070775,6,20250610154119,4,,63341
